Data,À vista R$,À vista US$
02/09/1996,123.09,121.15
03/09/1996,119.68,117.69
04/09/1996,119.39,117.44
05/09/1996,118.42,116.38
06/09/1996,118.09,115.98
09/09/1996,117.3,115.11
10/09/1996,116.84,114.71
11/09/1996,114,111.94
12/09/1996,115.76,113.46
13/09/1996,115.97,113.84
16/09/1996,116.4,114.27
17/09/1996,118.07,115.86
18/09/1996,117.29,115.09
19/09/1996,115.93,113.76
20/09/1996,115.56,113.35
23/09/1996,115.85,113.63
24/09/1996,116.28,114.04
25/09/1996,116.21,113.9
26/09/1996,115.52,113.23
27/09/1996,115.1,112.77
30/09/1996,112.45,110.13
01/10/1996,113.83,111.48
02/10/1996,114.21,111.85
04/10/1996,116.52,114
07/10/1996,119.45,116.87
08/10/1996,118.95,116.35
09/10/1996,119.67,116.91
10/10/1996,118.97,116.16
11/10/1996,119.41,116.5
14/10/1996,117.42,114.6
15/10/1996,117.02,114.21
16/10/1996,115.75,112.96
17/10/1996,114.31,111.57
18/10/1996,113.48,110.76
21/10/1996,115.35,112.57
22/10/1996,119.32,116.09
23/10/1996,118.83,115.82
24/10/1996,116.22,113.32
25/10/1996,115.09,112.02
28/10/1996,116.12,112.79
29/10/1996,115.68,112.56
30/10/1996,115.83,112.77
31/10/1996,116.18,112.99
01/11/1996,116.39,113.28
04/11/1996,116.63,113.5
05/11/1996,117.24,114.08
06/11/1996,119.25,116.05
07/11/1996,119.71,116.38
08/11/1996,119.13,115.68
11/11/1996,115.92,112.58
12/11/1996,117.33,113.88
13/11/1996,119.88,116.36
14/11/1996,120.84,117.26
18/11/1996,120.3,116.75
19/11/1996,121.39,117.86
20/11/1996,122.86,119.21
21/11/1996,119.71,116.13
22/11/1996,120.34,116.75
25/11/1996,119.49,115.91
26/11/1996,119.96,116.28
27/11/1996,119.97,116.23
28/11/1996,119.77,115.98
29/11/1996,118.58,114.82
02/12/1996,117.87,114.15
03/12/1996,119.21,115.44
04/12/1996,119.4,115.52
05/12/1996,119.58,115.58
06/12/1996,119.58,115.58
09/12/1996,120.73,116.68
10/12/1996,121.72,117.49
11/12/1996,122.45,118.13
12/12/1996,123.81,119.27
13/12/1996,125.97,121.38
16/12/1996,126.52,121.78
17/12/1996,128.27,123.34
18/12/1996,131.96,127.11
19/12/1996,130.55,125.77
20/12/1996,131.33,126.51
23/12/1996,130.38,125.53
26/12/1996,132.94,127.98
27/12/1996,136.43,131.16
30/12/1996,137.62,132.47
02/01/1997,138.65,133.41
03/01/1997,141.29,135.9
06/01/1997,140.07,134.66
07/01/1997,144.49,138.92
08/01/1997,148.71,142.88
09/01/1997,151.82,145.81
10/01/1997,152.41,146.42
13/01/1997,151.88,145.8
14/01/1997,154.98,148.75
15/01/1997,156.8,150.45
16/01/1997,157.64,151.07
17/01/1997,158.6,151.94
20/01/1997,161.18,154.54
21/01/1997,162.13,155.43
22/01/1997,171.66,164.52
23/01/1997,178.99,171.5
24/01/1997,175.42,168.08
27/01/1997,171.18,164
28/01/1997,172.39,165.24
29/01/1997,180.27,172.43
30/01/1997,173.41,165.88
31/01/1997,170.86,163.36
03/02/1997,174.24,166.72
04/02/1997,178.1,170.25
05/02/1997,174.82,167
06/02/1997,179.14,171.1
07/02/1997,180.34,172.2
12/02/1997,199.28,190.22
13/02/1997,205.31,195.78
14/02/1997,204.9,195.27
17/02/1997,201.41,192.04
18/02/1997,192.33,183.31
19/02/1997,200.19,190.63
20/02/1997,202.13,192.46
24/02/1997,195.59,186.21
25/02/1997,202.23,192.49
26/02/1997,207.55,197.44
27/02/1997,204.32,194.41
28/02/1997,206.7,196.66
03/03/1997,212.08,201.75
04/03/1997,218.78,208.07
05/03/1997,227.09,215.74
06/03/1997,223.55,212.36
07/03/1997,218.56,207.6
10/03/1997,228.81,217.33
11/03/1997,231.88,220.1
12/03/1997,231.67,219.8
13/03/1997,219.55,208.03
14/03/1997,221.74,210.2
17/03/1997,209.77,198.14
18/03/1997,206.55,195.04
19/03/1997,211.91,199.81
20/03/1997,211.21,199.25
21/03/1997,209.53,197.45
24/03/1997,203.53,191.76
25/03/1997,212.82,200.55
26/03/1997,225.54,212.54
31/03/1997,225.96,213.25
01/04/1997,228.33,215.63
02/04/1997,228.89,216.03
03/04/1997,214.75,203.04
04/04/1997,211.37,199.75
07/04/1997,215.1,203.11
08/04/1997,214.62,202.76
09/04/1997,220.2,208.03
10/04/1997,220.36,208.16
11/04/1997,219.83,207.56
14/04/1997,220.62,208.19
15/04/1997,221.14,208.56
16/04/1997,229.95,216.77
17/04/1997,228.81,215.65
18/04/1997,230.47,217.1
22/04/1997,223.84,210.59
23/04/1997,228.52,214.95
24/04/1997,228.85,215.28
25/04/1997,226.68,213.29
28/04/1997,228.15,214.65
29/04/1997,230.44,216.74
30/04/1997,234.46,220.44
02/05/1997,234.67,220.55
05/05/1997,236.32,222.04
06/05/1997,232.4,218.27
07/05/1997,232.21,218.04
08/05/1997,234.51,220.21
09/05/1997,234.17,219.65
12/05/1997,240.42,225.39
13/05/1997,244.76,229.3
14/05/1997,244.89,229.34
15/05/1997,251.43,235.53
16/05/1997,251.18,235.34
19/05/1997,249.44,233.6
20/05/1997,247.15,231.39
21/05/1997,255.02,238.65
22/05/1997,265.94,248.66
23/05/1997,265.31,247.93
26/05/1997,265.42,247.64
27/05/1997,278.41,259.32
28/05/1997,300.35,280
30/05/1997,282.38,263.49
02/06/1997,258.31,241.28
03/06/1997,266.97,249.21
04/06/1997,267.33,249.26
05/06/1997,257.51,240.01
06/06/1997,263.12,245.28
09/06/1997,269.85,251.56
10/06/1997,250.39,233.42
11/06/1997,244.2,227.54
12/06/1997,253.04,235.72
13/06/1997,236.14,219.77
16/06/1997,230.4,214.62
17/06/1997,242.38,225.7
18/06/1997,231.55,215.44
19/06/1997,241.77,224.8
20/06/1997,240.8,223.44
23/06/1997,234.3,217.69
24/06/1997,230.68,214.18
25/06/1997,228.49,212.25
26/06/1997,216.36,200.98
27/06/1997,213.79,198.49
30/06/1997,216.52,201
01/07/1997,216.54,201.08
02/07/1997,212.75,197.52
03/07/1997,209.18,194.16
04/07/1997,207.24,192.32
07/07/1997,197.63,183.36
08/07/1997,201.62,186.85
10/07/1997,187.71,173.9
11/07/1997,193.34,179
14/07/1997,193.33,178.93
15/07/1997,188.82,174.75
16/07/1997,190.88,176.62
17/07/1997,189.09,175
18/07/1997,192.82,178.32
21/07/1997,185.57,171.64
22/07/1997,190.95,176.59
23/07/1997,199.91,184.76
24/07/1997,198.11,183.11
25/07/1997,195.52,180.69
28/07/1997,202.17,186.78
29/07/1997,202.26,186.74
30/07/1997,201.41,186
31/07/1997,198.91,183.67
01/08/1997,199.74,184.41
04/08/1997,207.72,191.79
05/08/1997,212.52,196.03
06/08/1997,209.95,193.64
07/08/1997,217.1,200.24
08/08/1997,216.91,199.81
11/08/1997,214.64,197.73
12/08/1997,209.43,192.89
13/08/1997,204.68,188.47
14/08/1997,208.7,192.17
15/08/1997,204.64,188.23
18/08/1997,205.12,188.48
19/08/1997,211.52,194.16
20/08/1997,205.36,188.62
21/08/1997,209.22,192.22
22/08/1997,207.05,189.71
25/08/1997,207.15,189.8
26/08/1997,208.55,190.92
27/08/1997,212.68,194.76
28/08/1997,214.01,196.02
29/08/1997,220.3,201.74
01/09/1997,221.28,202.68
02/09/1997,227.33,208.16
03/09/1997,235.33,215.41
04/09/1997,240.38,220.13
05/09/1997,235.64,215.95
08/09/1997,234.72,215.12
09/09/1997,231.2,211.92
10/09/1997,230.28,210.97
11/09/1997,233.12,213.54
12/09/1997,219.85,201.31
15/09/1997,215.8,197.6
16/09/1997,211.41,193.48
17/09/1997,217.74,199.18
18/09/1997,211.79,193.62
19/09/1997,217.31,198.61
22/09/1997,213.67,195.26
23/09/1997,212.34,193.94
24/09/1997,212.53,194.09
25/09/1997,208.18,190.05
26/09/1997,207.24,189.17
29/09/1997,205.74,187.74
30/09/1997,205.86,187.82
01/10/1997,204.97,186.92
02/10/1997,202.78,184.9
03/10/1997,204.12,186.09
06/10/1997,211.27,192.57
07/10/1997,204.07,185.96
08/10/1997,207.74,189.3
09/10/1997,205.72,187.38
10/10/1997,208.21,189.58
13/10/1997,207.95,189.37
14/10/1997,208.59,189.9
15/10/1997,210.38,191.41
16/10/1997,205.45,186.89
17/10/1997,199.83,181.76
20/10/1997,199.86,181.73
21/10/1997,199.78,181.65
22/10/1997,200.3,181.99
23/10/1997,198.57,180.44
24/10/1997,197.88,179.74
27/10/1997,198.16,179.41
28/10/1997,196.08,178.1
29/10/1997,197.75,179.46
30/10/1997,196.98,178.04
31/10/1997,195.09,176.92
03/11/1997,190.96,173.19
04/11/1997,189.46,171.67
05/11/1997,193.45,175.29
06/11/1997,189.87,171.5
07/11/1997,195.22,176.43
10/11/1997,199.18,180.19
11/11/1997,198.75,179.91
12/11/1997,201.4,182.08
13/11/1997,203.85,184.01
14/11/1997,204.81,185.01
17/11/1997,204.32,184.82
18/11/1997,205.46,185.82
19/11/1997,209.35,188.96
20/11/1997,204.78,184.49
21/11/1997,205.04,184.8
24/11/1997,203.97,183.99
25/11/1997,205.77,185.4
26/11/1997,207.5,186.89
27/11/1997,207.69,187.45
28/11/1997,208.06,187.57
01/12/1997,215.71,194.49
02/12/1997,220.82,199.11
03/12/1997,222.12,200.09
04/12/1997,223.59,201.41
05/12/1997,227.59,205
08/12/1997,228.61,205.66
09/12/1997,239.89,215.81
10/12/1997,247.53,222.2
11/12/1997,245.91,220.53
12/12/1997,244.97,219.41
15/12/1997,249.01,223.81
16/12/1997,232.7,208.96
17/12/1997,224.82,201.87
18/12/1997,226.06,202.98
19/12/1997,221.52,198.87
22/12/1997,217.19,194.86
23/12/1997,222.41,199.56
26/12/1997,221.09,198.33
29/12/1997,225.11,201.96
30/12/1997,225.8,202.31
02/01/1998,226.14,202.61
05/01/1998,230,206.09
06/01/1998,226.2,202.67
07/01/1998,230.03,205.92
08/01/1998,237.43,212.06
09/01/1998,238.48,213.37
12/01/1998,238.58,213.24
13/01/1998,247.7,221.53
14/01/1998,249.61,222.81
15/01/1998,250.63,223.57
16/01/1998,246.19,219.62
19/01/1998,244.52,218.48
20/01/1998,251.71,224.73
21/01/1998,252.1,225.05
22/01/1998,248.69,222.02
23/01/1998,248.64,221.78
26/01/1998,247.77,221
27/01/1998,240.28,214.13
28/01/1998,245.65,218.86
29/01/1998,248.16,220.96
30/01/1998,247,219.92
02/02/1998,248.87,221.59
03/02/1998,247.66,220.32
04/02/1998,248.22,220.81
05/02/1998,247.91,220.54
06/02/1998,245,217.76
09/02/1998,238.36,211.86
10/02/1998,233.66,207.5
11/02/1998,232.16,206.16
12/02/1998,232.18,206.14
13/02/1998,232.17,205.95
16/02/1998,230.03,204.11
17/02/1998,229.46,203.4
18/02/1998,236.67,209.79
19/02/1998,242.83,215.08
20/02/1998,241.68,214.04
25/02/1998,239.06,211.67
26/02/1998,238.65,211.29
27/02/1998,231.98,205.28
02/03/1998,228.38,202.09
03/03/1998,224.81,198.95
04/03/1998,226.28,200.06
05/03/1998,223.95,197.99
06/03/1998,219.48,194.03
09/03/1998,221.34,195.51
10/03/1998,220.43,194.71
11/03/1998,221.38,195.56
12/03/1998,215.77,190.59
13/03/1998,210.36,185.65
16/03/1998,211.09,186.3
17/03/1998,205.94,181.78
18/03/1998,200.46,176.77
19/03/1998,193.75,170.84
20/03/1998,192.01,169.29
23/03/1998,192.92,170.08
24/03/1998,193.83,170.87
25/03/1998,195.11,171.83
26/03/1998,196.06,172.67
27/03/1998,195.47,172.05
30/03/1998,196.45,172.91
31/03/1998,198.14,174.25
01/04/1998,195.19,171.66
02/04/1998,194.85,171.36
03/04/1998,191.28,168.07
06/04/1998,192.84,169.26
07/04/1998,192.36,169.01
08/04/1998,194.35,170.61
13/04/1998,200.68,176.13
14/04/1998,201.08,176.39
15/04/1998,199.79,175.18
16/04/1998,196.65,172.38
17/04/1998,197.28,172.9
20/04/1998,196.25,171.92
22/04/1998,193.5,169.36
23/04/1998,181.92,159.08
24/04/1998,178.83,156.45
27/04/1998,176.84,154.52
28/04/1998,174.98,152.77
29/04/1998,172.97,151.06
30/04/1998,168.66,147.48
04/05/1998,160.86,140.66
05/05/1998,164.76,143.96
06/05/1998,160.26,140
07/05/1998,159.86,139.64
08/05/1998,160.65,140.29
11/05/1998,160.91,140.46
12/05/1998,160.61,140.13
13/05/1998,160.49,139.86
14/05/1998,162.89,142.06
15/05/1998,161.78,141.09
18/05/1998,162.86,141.74
19/05/1998,167.76,146.13
20/05/1998,168.15,146.4
21/05/1998,166.55,144.84
22/05/1998,167.93,145.81
25/05/1998,167.43,145.3
26/05/1998,162,140.44
27/05/1998,160.21,139.21
28/05/1998,160.34,139.46
29/05/1998,158.89,138.12
01/06/1998,150.97,131.08
02/06/1998,153.14,133.04
03/06/1998,154.55,134.24
04/06/1998,154.21,133.97
05/06/1998,152.75,132.59
08/06/1998,145.31,126.06
09/06/1998,146.88,127.32
10/06/1998,146.76,127.21
12/06/1998,144.89,125.5
15/06/1998,142.57,123.54
16/06/1998,140.38,121.59
17/06/1998,139.68,120.92
18/06/1998,137.17,118.71
19/06/1998,132.77,114.97
22/06/1998,129.7,112.3
23/06/1998,128.97,111.68
24/06/1998,127.17,110.03
25/06/1998,128.55,111.24
26/06/1998,127.38,110.15
29/06/1998,126.02,108.99
30/06/1998,125.41,108.43
01/07/1998,126.29,109.18
02/07/1998,125.32,108.36
03/07/1998,125.37,108.37
06/07/1998,127.2,109.83
07/07/1998,126.98,109.62
08/07/1998,129.57,111.39
10/07/1998,128.76,111.04
13/07/1998,124.33,106.82
14/07/1998,125.7,108.1
15/07/1998,126.28,108.65
16/07/1998,127.1,109.4
17/07/1998,127.49,109.85
20/07/1998,128.59,110.83
21/07/1998,128.93,111.09
22/07/1998,132.65,114.06
23/07/1998,132.12,113.33
24/07/1998,131.08,112.28
27/07/1998,130.98,112.44
28/07/1998,134.06,114.96
29/07/1998,135.4,116.52
30/07/1998,141.43,121.7
31/07/1998,147.76,127.05
03/08/1998,148.74,127.73
04/08/1998,146.38,125.54
05/08/1998,145.11,124.31
06/08/1998,144.16,123.47
07/08/1998,143.42,122.8
10/08/1998,141.84,121.36
11/08/1998,134.39,114.98
12/08/1998,131.48,112.23
13/08/1998,131.02,111.84
14/08/1998,125.97,107.47
17/08/1998,129.05,110.02
18/08/1998,131.06,111.64
19/08/1998,132.07,112.5
20/08/1998,129.74,110.51
21/08/1998,130,110.64
24/08/1998,131.96,112.31
25/08/1998,137,116.6
26/08/1998,133.99,114.31
27/08/1998,134.31,114.18
28/08/1998,136.54,116.09
31/08/1998,134.18,114.15
01/09/1998,133.48,113.41
02/09/1998,132.61,112.66
03/09/1998,132.63,112.59
04/09/1998,131.62,111.72
08/09/1998,133,113.08
09/09/1998,131.69,111.7
10/09/1998,127.33,108
11/09/1998,121.58,103.12
14/09/1998,118.18,100.14
15/09/1998,119.21,101.06
16/09/1998,120.06,101.74
17/09/1998,117.6,99.74
18/09/1998,118.04,99.95
21/09/1998,118.17,100.02
22/09/1998,119.22,100.73
23/09/1998,119.13,100.66
24/09/1998,119.84,101.26
25/09/1998,119.84,101.16
28/09/1998,123.96,104.65
29/09/1998,122,102.99
30/09/1998,119.85,101.1
01/10/1998,117.56,99.74
02/10/1998,116.35,98.22
05/10/1998,118.2,99.74
06/10/1998,119.76,101.26
07/10/1998,121.98,103.17
08/10/1998,126.94,107.18
09/10/1998,125.1,105.44
13/10/1998,120.55,101.51
14/10/1998,120.78,101.62
15/10/1998,124.64,104.87
16/10/1998,121.83,102.51
19/10/1998,122.72,103.16
20/10/1998,121.34,102.13
21/10/1998,122.28,102.76
22/10/1998,123.63,103.89
23/10/1998,123.41,103.62
26/10/1998,126.77,106.44
27/10/1998,122.62,102.87
28/10/1998,124.1,104.11
29/10/1998,125.28,105.17
30/10/1998,126.58,106.1
03/11/1998,141.37,118.66
04/11/1998,134.75,113.19
05/11/1998,134.32,113.04
06/11/1998,135.38,113.95
09/11/1998,132.02,110.97
10/11/1998,130.85,109.88
11/11/1998,130.92,110.02
12/11/1998,129.98,109.15
13/11/1998,128.75,108.14
16/11/1998,129.99,109.16
17/11/1998,130.88,109.95
18/11/1998,129.47,108.55
19/11/1998,130.73,109.37
20/11/1998,131.12,109.61
23/11/1998,129.01,107.92
24/11/1998,131.64,109.95
25/11/1998,133.4,111.22
26/11/1998,133.08,110.91
27/11/1998,134.78,112.27
30/11/1998,135.13,112.46
01/12/1998,135.44,112.74
02/12/1998,135.35,112.76
03/12/1998,137.64,114.51
04/12/1998,136.84,113.8
07/12/1998,137.03,113.96
08/12/1998,138.05,114.71
09/12/1998,139.03,115.53
10/12/1998,143.23,119.15
11/12/1998,142.75,118.5
14/12/1998,144.96,120.35
15/12/1998,148.15,123.05
16/12/1998,147.24,122.21
17/12/1998,146.77,121.64
18/12/1998,146.28,121.24
21/12/1998,141.75,117.48
22/12/1998,142.53,118.09
23/12/1998,143.59,118.9
28/12/1998,142.52,117.98
29/12/1998,145.5,120.45
30/12/1998,147,121.69
04/01/1999,151.98,125.89
05/01/1999,148.43,122.86
06/01/1999,149.95,124.01
07/01/1999,150.71,124.55
08/01/1999,151.5,125.21
11/01/1999,152.64,126.07
12/01/1999,152.46,125.9
13/01/1999,156.65,118.67
14/01/1999,163.03,123.51
15/01/1999,172.16,119.56
18/01/1999,171.29,107.73
19/01/1999,166.63,106.36
20/01/1999,168.85,106.87
21/01/1999,181.07,105.89
22/01/1999,180.67,104.43
26/01/1999,192.44,104.59
27/01/1999,191.75,100.39
28/01/1999,190.17,97.52
29/01/1999,196.74,94.13
01/02/1999,191.85,99.92
02/02/1999,181.86,103.33
03/02/1999,176.89,97.73
04/02/1999,175.42,96.92
05/02/1999,179.48,98.07
08/02/1999,184.31,96.5
09/02/1999,187.24,98.03
10/02/1999,187.43,99.17
11/02/1999,190.8,99.37
12/02/1999,191.44,100.23
17/02/1999,185.45,96.59
18/02/1999,187.91,97.87
19/02/1999,190.05,97.96
22/02/1999,195.2,99.08
23/02/1999,201.26,100.13
24/02/1999,199.21,97.65
25/02/1999,195.64,95.44
26/02/1999,193.81,94.54
01/03/1999,196.61,91.45
02/03/1999,200.74,92.94
03/03/1999,196.11,89.96
04/03/1999,198.52,95.91
05/03/1999,197.38,99.44
08/03/1999,192.85,97.4
09/03/1999,191.16,101.14
10/03/1999,188.43,100.76
11/03/1999,188.59,98.74
12/03/1999,188.71,98.29
15/03/1999,185.29,99.09
16/03/1999,187.03,99.75
17/03/1999,189.23,100.66
18/03/1999,184.18,99.29
19/03/1999,184.15,99.54
22/03/1999,182.96,99.16
23/03/1999,181.04,97.86
24/03/1999,182.41,98.6
25/03/1999,179.7,100.11
26/03/1999,183.46,103.65
29/03/1999,188.81,107.28
30/03/1999,188.16,107.52
31/03/1999,183.82,106.87
05/04/1999,180.07,103.49
06/04/1999,179.81,103.63
07/04/1999,176.63,101.81
08/04/1999,171.11,99.77
09/04/1999,170.92,100.24
12/04/1999,169.12,99.78
13/04/1999,165.27,99.26
14/04/1999,165.47,98.49
15/04/1999,166.03,100.02
16/04/1999,166.23,98.95
19/04/1999,173.94,103.53
20/04/1999,172.94,99.96
22/04/1999,169.01,99.54
23/04/1999,167.08,98.57
26/04/1999,169.99,99.82
27/04/1999,174.35,101.96
28/04/1999,172.62,102.51
29/04/1999,174.79,104.6
30/04/1999,174.38,104.54
03/05/1999,172.54,103.01
04/05/1999,172.85,102.52
05/05/1999,174.49,103.68
06/05/1999,173.96,103.48
07/05/1999,173.95,104.79
10/05/1999,175.22,106.26
11/05/1999,179.61,108.39
12/05/1999,178.32,107.88
13/05/1999,175.78,106.21
14/05/1999,179.91,108.64
17/05/1999,180.8,108.39
18/05/1999,189.74,113.89
19/05/1999,200.48,119.9
20/05/1999,199.7,118.45
21/05/1999,197.89,116.41
24/05/1999,197.63,114.57
25/05/1999,200.41,115.84
26/05/1999,208.05,122.1
27/05/1999,209.3,121.69
28/05/1999,205.72,119.54
31/05/1999,206.04,119.65
01/06/1999,204.88,117.41
02/06/1999,208.22,119.81
04/06/1999,206.89,119.11
07/06/1999,193,110.79
08/06/1999,183,104.45
09/06/1999,183.19,104.68
10/06/1999,183.98,104.53
11/06/1999,183.89,103.13
14/06/1999,183.61,102.52
15/06/1999,182.93,102.77
16/06/1999,186.59,105.54
17/06/1999,185.8,106.23
18/06/1999,186.53,105.98
21/06/1999,181.3,102.55
22/06/1999,185.05,104.25
23/06/1999,185.71,103.92
24/06/1999,186.18,103.66
25/06/1999,183.8,102.34
28/06/1999,179.72,101.08
29/06/1999,179.24,101.21
30/06/1999,179.87,102.55
01/07/1999,174.95,98.73
02/07/1999,168.09,95.4
05/07/1999,162.65,92.05
06/07/1999,154.1,86.67
07/07/1999,155.51,87.22
08/07/1999,163.13,90.73
12/07/1999,155.22,84.59
13/07/1999,157.25,86.16
14/07/1999,162.06,89
15/07/1999,159.2,88.05
16/07/1999,156.9,87.31
19/07/1999,161.01,89.9
20/07/1999,160.89,88.69
21/07/1999,160.9,88.55
22/07/1999,164.14,90.39
23/07/1999,159.81,87.81
26/07/1999,163.17,89.41
27/07/1999,165.47,91.32
28/07/1999,162.23,90.53
29/07/1999,161.56,90.16
30/07/1999,156.26,86.72
02/08/1999,160.69,88.05
03/08/1999,160.84,88.42
04/08/1999,159.85,87.25
05/08/1999,161.13,87.15
06/08/1999,159.69,86.56
09/08/1999,161.37,86.57
10/08/1999,161.99,86.86
11/08/1999,166.26,89.44
12/08/1999,161.37,86.39
13/08/1999,170.76,91.07
16/08/1999,154.8,82.21
17/08/1999,158.13,84.15
18/08/1999,161.78,84.92
19/08/1999,161.09,83.12
20/08/1999,160.65,83.89
23/08/1999,160.03,85.49
24/08/1999,160.57,83.72
25/08/1999,161.73,83.37
26/08/1999,160.76,83.82
27/08/1999,160.41,82.6
30/08/1999,157.77,81.79
31/08/1999,158.02,82.35
01/09/1999,163.68,84.81
02/09/1999,164.2,85.61
03/09/1999,160.8,83.97
06/09/1999,159.84,83.95
08/09/1999,158.51,84.09
09/09/1999,152.28,81.3
10/09/1999,148.64,79.28
13/09/1999,149.68,79.03
14/09/1999,149.96,79.76
15/09/1999,146.69,78.03
16/09/1999,145.92,77.49
17/09/1999,145.02,77.22
20/09/1999,141.97,75.8
21/09/1999,140.24,74.48
22/09/1999,139.51,73.7
23/09/1999,142.84,75.1
24/09/1999,144.6,75.59
27/09/1999,146.3,76
28/09/1999,148.89,77.11
29/09/1999,151.86,78.89
30/09/1999,145.58,74.89
01/10/1999,143.9,74.25
04/10/1999,146.39,75.42
05/10/1999,153.18,78.47
06/10/1999,155.33,79.49
07/10/1999,154.72,79.88
08/10/1999,155.1,79.25
11/10/1999,165.77,85.01
13/10/1999,214.27,109.38
14/10/1999,193.95,98.55
15/10/1999,197.96,100.08
18/10/1999,169.3,84.73
19/10/1999,174.24,86.99
20/10/1999,175.22,88.01
21/10/1999,164.15,82.49
22/10/1999,170.79,86.52
25/10/1999,186.8,94.16
26/10/1999,178.01,89.23
27/10/1999,180.35,90.63
28/10/1999,188.18,95.33
29/10/1999,191.7,98.36
01/11/1999,208.43,107.27
03/11/1999,200.32,103.1
04/11/1999,199.68,104
05/11/1999,196.96,102.53
08/11/1999,209.47,108.59
09/11/1999,214,110.59
10/11/1999,211.74,109.71
11/11/1999,218.07,112.76
12/11/1999,229.4,118.55
16/11/1999,242.97,125.63
17/11/1999,245.88,127.33
18/11/1999,218.48,113.2
19/11/1999,224.15,116.02
22/11/1999,227.88,117.83
23/11/1999,215.35,111.41
24/11/1999,214.89,111.34
25/11/1999,217.27,112.69
26/11/1999,217.03,112.74
29/11/1999,232.4,120.92
30/11/1999,252.3,131.2
01/12/1999,252.08,131.71
02/12/1999,268.33,140.93
03/12/1999,274.57,146.2
06/12/1999,251.32,134.61
07/12/1999,249.79,134.3
08/12/1999,248.1,133.03
09/12/1999,231.07,123.63
10/12/1999,241.1,129.35
13/12/1999,237.96,128.49
14/12/1999,234.67,126.78
15/12/1999,243.65,131.84
16/12/1999,251.05,136.67
17/12/1999,252.42,139.61
20/12/1999,260.96,144.02
21/12/1999,230.62,126.3
22/12/1999,223.98,123
23/12/1999,228.38,124.66
27/12/1999,227.01,123.91
28/12/1999,227.69,124.35
29/12/1999,226.75,125.34
30/12/1999,229.21,128.05
03/01/2000,217,119.23
04/01/2000,220.51,118.62
05/01/2000,230.85,125.46
06/01/2000,231.9,125.76
07/01/2000,230.81,125.99
10/01/2000,240.49,132.43
11/01/2000,236.49,129.8
12/01/2000,237.28,129.66
13/01/2000,237.34,130.91
14/01/2000,227.42,125.93
17/01/2000,222.33,123.93
18/01/2000,224.64,125.29
19/01/2000,224.98,125.48
20/01/2000,218.37,122.47
21/01/2000,215.03,121.21
24/01/2000,214.56,120.95
25/01/2000,212.11,119.36
26/01/2000,214.58,120.55
27/01/2000,214.71,120.55
28/01/2000,213.85,118.87
31/01/2000,209.59,117.55
01/02/2000,211.22,118
02/02/2000,213.16,119.28
03/02/2000,214.29,119.98
04/02/2000,216.7,122.5
07/02/2000,215.33,121.66
08/02/2000,212,120.04
09/02/2000,210.08,118.83
10/02/2000,210.58,119.24
11/02/2000,209.91,118.59
14/02/2000,201.45,113.62
15/02/2000,196.56,110.49
16/02/2000,194.05,109.39
17/02/2000,191.58,107.99
18/02/2000,188.6,106.02
21/02/2000,184.07,103.47
22/02/2000,184.41,103.2
23/02/2000,184.24,103.27
24/02/2000,181.37,102.01
25/02/2000,172.84,97.59
28/02/2000,176.32,99.17
29/02/2000,176.51,99.78
01/03/2000,180.52,102.28
02/03/2000,189.06,107.54
03/03/2000,192.88,110.4
08/03/2000,196.99,113.02
09/03/2000,200.86,115.37
10/03/2000,199.89,114.55
13/03/2000,198.88,113.91
14/03/2000,193.5,111.4
15/03/2000,192.66,110.73
16/03/2000,200.13,115.15
17/03/2000,198.08,113.84
20/03/2000,192.38,110.69
21/03/2000,194.88,112.13
22/03/2000,197.4,114.1
23/03/2000,188.08,109.35
24/03/2000,189.98,109.56
27/03/2000,189.74,108.55
28/03/2000,197.06,113.06
29/03/2000,195.56,112
30/03/2000,195.02,111.5
31/03/2000,194.66,112
03/04/2000,189,108.44
04/04/2000,187.45,107.24
05/04/2000,189.47,108.45
06/04/2000,188.15,107.76
07/04/2000,187.13,107.43
10/04/2000,180.53,103.69
11/04/2000,179.52,102.93
12/04/2000,173.85,99.11
13/04/2000,175.46,98.3
14/04/2000,172.61,96.76
17/04/2000,172.22,96.97
18/04/2000,175.99,99.83
19/04/2000,178.04,100.25
20/04/2000,180.73,101.19
24/04/2000,177.62,98.9
25/04/2000,181.16,101.21
26/04/2000,178.91,99.28
27/04/2000,178.28,98.71
28/04/2000,180.09,99.61
02/05/2000,184.67,102.42
03/05/2000,177.24,97.49
04/05/2000,181.83,100.29
05/05/2000,182.43,101.24
08/05/2000,182.46,100.92
09/05/2000,183.48,101.26
10/05/2000,182.24,100.19
11/05/2000,178.24,97.66
12/05/2000,172.12,93.7
15/05/2000,171.63,93.99
16/05/2000,173.1,95.11
17/05/2000,171.84,93.9
18/05/2000,171.86,93.71
19/05/2000,180.91,98.37
22/05/2000,190.65,103
23/05/2000,190.58,102.68
24/05/2000,185.38,100.64
25/05/2000,178.93,96.82
26/05/2000,178.59,97.27
29/05/2000,177.54,96.43
30/05/2000,180.11,98.37
31/05/2000,169.07,92.59
01/06/2000,170.93,94.07
02/06/2000,172.17,95.54
05/06/2000,167.38,93.41
06/06/2000,158.04,87.8
07/06/2000,163.27,90.91
08/06/2000,163.59,90.68
09/06/2000,165.31,91.58
12/06/2000,164.54,91.06
13/06/2000,163.63,90.35
14/06/2000,163.53,90.35
15/06/2000,158.47,87.45
